,IdEmployee,EmployeeNumber,Age,DateBirth,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
807,807,"1648,0",28,1996,No,no-data,591.0,2,3,Medical,4,Male,87.0,3,1, Research Scientist ,4,Single,6297.0,2,No,13,3,3,0,no-data,0,2,4,1,2,True
808,808,"1651,0",37,1987,No,no-data,711.0,5,4,Life Sciences,2,Female,42.0,3,3, Healthcare Representative ,1,Married,22792.0,4,No,12,3,3,2,"9,0",6,3,3,0,2,True
809,809,"1655,0",50,1974,No,travel_rarely,301.0,22,4,Other,1,Female,72.0,3,4, Research Director ,2,Married,3498.0,3,no-data,16,3,2,2,"27,0",2,3,4,1,2,True
810,810,"1657,0",21,2003,No,travel_rarely,1141.0,13,3,Medical,3,Female,31.0,3,1, Sales Representative ,3,Single,13251.0,1,no-data,19,3,1,0,"2,0",3,3,2,2,2,True
811,811,"1662,0",37,1987,No,non-travel,894.0,1,4,no-data,4,Female,33.0,2,2, Manufacturing Director ,3,no-data,15411.0,0,no-data,15,3,3,0,"4,0",6,3,3,1,2,True
812,812,"1670,0",34,1990,No,travel_rarely,392.0,2,4,no-data,4,Male,93.0,3,2, Sales Executive ,4,no-data,3921.0,1,no-data,14,3,3,2,"6,0",5,3,6,0,4,True
813,813,"1674,0",50,1974,No,no-data,329.0,16,3,Medical,4,Female,74.0,3,1, Laboratory Technician ,1,Divorced,24941.0,4,no-data,16,3,2,1,"17,0",2,2,2,2,2,True
814,814,"1682,0",37,1987,No,travel_rarely,1351.0,26,4,no-data,1,Male,80.0,3,2, Healthcare Representative ,3,Married,7419.0,6,No,14,3,2,2,"10,0",2,2,3,0,2,False
815,815,"1683,0",45,1979,No,travel_rarely,528.0,1,3,no-data,3,Female,44.0,3,1, Human Resources ,4,no-data,4167.0,4,Yes,18,3,1,3,"8,0",2,3,2,2,2,False
816,816,"1694,0",56,1968,No,no-data,1441.0,12,3,Technical Degree,1,Male,94.0,2,1, Research Scientist ,2,Divorced,23737.0,5,No,12,3,4,1,"8,0",1,3,4,1,2,True
817,817,"1702,0",24,2000,Yes,no-data,427.0,7,3,Life Sciences,3,Male,99.0,3,1, Sales Representative ,4,Divorced,25103.0,1,Yes,21,4,2,1,"3,0",2,3,3,0,2,False
818,818,"1721,0",32,1992,No,no-data,741.0,2,4,Life Sciences,2,Male,69.0,3,1, Laboratory Technician ,3,Married,18103.0,1,no-data,14,3,4,1,"6,0",2,4,5,0,3,False
819,819,"1722,0",42,1982,No,non-travel,552.0,4,3,Human Resources,3,Male,60.0,1,2, Human Resources ,2,Married,20794.0,6,No,19,3,2,1,no-data,4,3,3,1,2,False
820,820,"1733,0",37,1987,Yes,no-data,1456.0,13,5,Marketing,2,Male,96.0,2,2, Sales Executive ,1,no-data,8658.0,5,Yes,13,3,2,3,"16,0",3,3,2,2,2,True
821,821,"1735,0",24,2000,No,no-data,160.0,4,1,no-data,3,Female,51.0,3,1, Laboratory Technician ,2,Single,12862.0,1,No,13,3,3,0,"3,0",3,1,3,1,2,False
822,822,"1746,0",25,1999,No,no-data,897.0,35,3,Medical,3,Male,59.0,3,1, Human Resources ,4,Married,2097.0,0,No,14,3,4,1,"3,0",2,3,2,2,1,False
823,823,"1751,0",28,1996,No,no-data,1054.0,48,3,no-data,4,Female,67.0,3,1, Research Scientist ,4,no-data,6152.0,1,no-data,11,3,3,0,"6,0",5,2,6,1,4,False
824,824,"1753,0",30,1994,No,no-data,461.0,1,3,no-data,4,Male,70.0,4,2, Healthcare Representative ,3,no-data,23060.0,8,Yes,12,3,4,0,"10,0",5,4,3,0,2,False
825,825,"1787,0",38,1986,No,travel_rarely,589.0,9,2,Marketing,2,Male,46.0,2,2, Sales Executive ,2,no-data,8800.0,1,No,14,3,1,2,no-data,2,3,5,0,3,False
826,826,"1801,0",47,1977,No,no-data,849.0,26,2,Life Sciences,2,Male,98.0,2,2, Sales Executive ,2,no-data,25166.0,8,no-data,15,3,3,0,"6,0",3,3,2,2,2,False
827,827,"1813,0",44,1980,No,non-travel,343.0,9,3,no-data,1,Male,52.0,3,1, Research Scientist ,3,no-data,24978.0,4,No,13,3,3,0,no-data,2,2,3,1,2,True
828,828,"1814,0",42,1982,No,travel_rarely,616.0,35,3,no-data,3,Male,85.0,4,2, Healthcare Representative ,2,Single,15530.0,3,no-data,12,3,1,0,no-data,3,1,3,1,2,False
829,829,"1833,0",32,1992,No,no-data,1125.0,7,4,no-data,1,Female,32.0,3,3, Sales Executive ,1,no-data,8277.0,2,No,14,3,4,2,"9,0",3,3,3,2,2,False
830,830,"1834,0",29,1995,No,travel_rarely,1217.0,1,3,Medical,3,Female,67.0,3,1, Research Scientist ,1,no-data,12719.0,1,No,25,4,3,1,no-data,3,3,3,1,2,False
831,831,"1835,0",39,1985,No,no-data,723.0,2,4,no-data,2,Female,77.0,1,2, Sales Representative ,4,no-data,4244.0,2,Yes,20,4,1,2,"20,0",4,2,4,0,3,True
832,832,"1837,0",59,1965,No,travel_frequently,1216.0,15,4,Life Sciences,1,Male,87.0,3,4, Research Director ,3,Married,21624.0,2,no-data,14,3,2,0,"23,0",3,3,2,2,2,True
833,833,"1844,0",30,1994,Yes,travel_rarely,350.0,13,3,no-data,1,Male,56.0,2,1, Human Resources ,1,Divorced,3157.0,4,no-data,15,3,4,3,no-data,3,3,2,2,0,False
834,834,"1856,0",48,1976,No,travel_rarely,207.0,9,4,Life Sciences,2,Female,64.0,3,1, Laboratory Technician ,3,Single,5411.0,4,no-data,12,3,3,0,no-data,2,3,2,2,0,False
835,835,"1858,0",29,1995,No,no-data,280.0,1,2,Life Sciences,3,Male,43.0,3,1, Human Resources ,4,no-data,10494.0,1,no-data,15,3,2,1,"3,0",2,3,3,2,2,True
836,836,"1873,0",56,1968,No,travel_rarely,836.0,2,4,no-data,2,Male,98.0,2,1, Research Scientist ,4,no-data,7975.0,8,no-data,20,4,2,1,no-data,2,4,5,0,4,False
837,837,"1883,0",30,1994,No,no-data,592.0,7,3,Life Sciences,4,Male,59.0,3,1, Laboratory Technician ,1,Single,19384.0,3,no-data,14,3,2,0,no-data,2,3,3,1,2,True
838,838,"1886,0",36,1988,No,no-data,219.0,16,2,Other,1,Female,44.0,2,2, Manufacturing Director ,2,Married,25388.0,0,no-data,11,3,4,0,"4,0",2,3,3,0,2,False
839,839,"1905,0",35,1989,Yes,non-travel,967.0,16,4,Technical Degree,4,Male,85.0,1,1, Research Scientist ,1,no-data,14460.0,1,no-data,23,4,2,1,no-data,2,3,5,3,0,True
840,840,"1907,0",57,1967,Yes,travel_rarely,329.0,24,2,no-data,1,Male,79.0,3,1, Laboratory Technician ,4,Single,10261.0,1,No,16,3,4,0,"5,0",3,3,4,1,0,True
841,841,"1908,0",37,1987,No,no-data,335.0,17,2,Marketing,3,Male,33.0,2,2, Sales Executive ,2,no-data,16822.0,2,no-data,16,3,3,2,no-data,1,1,4,1,3,True
842,842,"1922,0",46,1978,No,travel_frequently,616.0,1,4,Medical,2,Male,44.0,3,2, Healthcare Representative ,3,Single,14511.0,4,No,12,3,3,0,"12,0",3,3,4,0,3,True
843,843,"1929,0",40,1984,No,no-data,1251.0,21,4,no-data,1,Female,32.0,1,2, Sales Executive ,3,no-data,3987.0,6,no-data,19,3,3,1,"10,0",1,3,3,1,2,False
844,844,"1948,0",32,1992,No,no-data,976.0,3,2,no-data,3,Male,48.0,3,1, Research Scientist ,1,Divorced,3995.0,1,no-data,13,3,4,1,"4,0",3,3,4,2,3,True
845,845,"1972,0",39,1985,No,travel_frequently,1444.0,1,4,Other,4,Male,58.0,3,1, Human Resources ,2,no-data,5224.0,0,Yes,11,3,2,1,no-data,2,3,6,1,2,False
846,846,"1980,0",55,1969,No,no-data,556.0,10,3,no-data,3,Female,77.0,3,2, Manufacturing Director ,1,Single,25198.0,6,Yes,19,3,4,0,"9,0",3,3,5,1,4,False
847,847,"1982,0",24,2000,No,no-data,571.0,12,2,no-data,4,Male,78.0,3,1, Laboratory Technician ,4,Single,13672.0,1,No,13,3,3,0,no-data,6,4,5,1,4,True
848,848,"1992,0",26,1998,No,no-data,977.0,2,1,Other,4,Male,57.0,3,1, Laboratory Technician ,3,no-data,7298.0,6,no-data,19,3,3,1,no-data,2,2,2,0,2,True
849,849,"1996,0",32,1992,No,no-data,1154.0,2,2,Life Sciences,1,Male,54.0,3,1, Sales Representative ,3,no-data,6393.0,0,No,19,3,3,1,no-data,1,3,2,1,2,True
850,850,"2003,0",36,1988,No,travel_rarely,1490.0,11,4,Medical,4,Male,43.0,3,1, Laboratory Technician ,3,Married,20232.0,7,Yes,11,3,3,1,no-data,3,3,2,2,2,True
851,851,"2007,0",23,2001,No,no-data,581.0,1,2,no-data,4,Male,63.0,3,1, Research Scientist ,3,no-data,17624.0,0,No,12,3,4,0,no-data,2,4,3,1,2,True
852,852,"2010,0",33,1991,No,travel_rarely,267.0,29,4,no-data,3,Female,49.0,2,1, Laboratory Technician ,2,Single,15919.0,1,no-data,13,3,3,0,"6,0",3,3,6,4,1,False
853,853,"2027,0",30,1994,Yes,travel_rarely,1092.0,38,4,no-data,3,Male,36.0,3,1, Research Scientist ,4,Married,26124.0,9,no-data,14,3,2,3,"4,0",3,4,2,2,2,True
854,854,"2038,0",33,1991,No,travel_rarely,529.0,2,3,Technical Degree,4,Male,78.0,3,1, Research Scientist ,1,no-data,11288.0,1,No,14,3,4,0,no-data,4,3,4,1,2,True
855,855,"2048,0",41,1983,No,travel_rarely,1322.0,2,4,no-data,3,Male,52.0,2,1, Research Scientist ,3,no-data,2725.0,2,No,14,3,4,0,"8,0",2,3,2,2,2,True
856,856,"2055,0",51,1973,Yes,travel_rarely,410.0,40,3,Marketing,4,Male,39.0,2,3, Sales Executive ,1,no-data,16586.0,4,no-data,13,3,2,1,"20,0",3,3,3,2,0,True
857,857,"2060,0",27,1997,No,no-data,1167.0,5,3,Other,4,Female,30.0,2,1, Sales Representative ,3,Single,21378.0,0,No,18,3,4,0,no-data,2,3,4,0,0,True
858,858,"2061,0",37,1987,No,travel_frequently,884.0,23,2,Medical,3,Male,41.0,4,2, Laboratory Technician ,4,no-data,12290.0,4,No,17,3,3,1,"17,0",3,3,5,0,3,False
859,859,"2064,0",28,1996,No,travel_rarely,155.0,4,3,Life Sciences,2,Male,87.0,4,2, Manufacturing Director ,2,no-data,5174.0,1,Yes,20,4,2,1,"6,0",0,3,6,0,3,False
860,860,"39,0",34,1990,No,no-data,924.0,2,3,Medical,3,Male,78.0,3,1, Laboratory Technician ,4,no-data,6670.0,4,No,11,3,4,0,"7,0",3,3,1,0,0,False
861,861,"51,0",37,1987,No,no-data,852.0,5,4,Life Sciences,2,Female,82.0,2,1, Research Scientist ,1,Married,13072.0,9,Yes,14,3,4,1,no-data,3,4,1,0,0,True
862,862,"95,0",32,1992,No,no-data,1082.0,1,4,Medical,3,Male,87.0,3,1, Research Scientist ,2,Single,18775.0,1,No,17,3,2,0,"1,0",4,3,1,1,0,True
863,863,"169,0",23,2001,No,travel_rarely,329.0,2,1,Technical Degree,3,Male,100.0,3,1, Laboratory Technician ,4,no-data,19299.0,0,no-data,14,3,3,1,"3,0",2,3,2,2,1,True
864,864,"224,0",28,1996,No,no-data,1450.0,3,3,no-data,3,Male,79.0,2,1, Research Scientist ,3,Divorced,25326.0,1,no-data,15,3,4,1,"1,0",2,2,1,0,1,True
865,865,"242,0",34,1990,No,travel_rarely,134.0,2,3,Life Sciences,3,Male,90.0,3,1, Research Scientist ,4,no-data,10515.0,0,No,14,3,1,0,"4,0",2,3,3,0,2,True
866,866,"286,0",37,1987,No,travel_frequently,635.0,18,1,no-data,2,Female,73.0,3,1, Laboratory Technician ,4,Single,7703.0,1,no-data,13,3,1,0,"8,0",2,3,8,1,7,True
867,867,"340,0",38,1986,No,no-data,1017.0,18,2,Medical,1,Female,83.0,2,1, Research Scientist ,1,no-data,18697.0,2,no-data,14,3,1,1,no-data,2,2,3,0,2,True
868,868,"431,0",50,1974,No,no-data,1091.0,45,2,Technical Degree,4,Female,90.0,2,4, Healthcare Representative ,3,no-data,17810.0,7,Yes,12,3,4,0,no-data,2,3,7,0,7,True
869,869,"496,0",36,1988,No,no-data,755.0,9,4,no-data,3,Male,97.0,2,2, Healthcare Representative ,2,Single,19394.0,9,no-data,19,3,3,0,no-data,5,3,1,0,0,True
870,870,"511,0",23,2001,No,no-data,253.0,11,3,Medical,1,Female,43.0,3,1, Research Scientist ,2,Married,24440.0,1,No,13,3,4,1,"2,0",1,3,2,1,2,False
871,871,"612,0",34,1990,No,no-data,922.0,1,5,no-data,1,Female,95.0,4,4, Research Director ,3,no-data,22578.0,4,No,19,3,3,1,"10,0",2,3,6,0,5,False
872,872,"650,0",32,1992,Yes,no-data,1365.0,13,4,Medical,2,Male,46.0,3,2, Sales Executive ,1,Divorced,11512.0,2,No,17,3,3,0,no-data,2,1,3,1,2,False
873,873,"684,0",46,1978,Yes,no-data,306.0,26,4,no-data,1,Female,100.0,3,2, Sales Executive ,1,no-data,5630.0,2,no-data,14,3,4,2,"5,0",4,3,1,0,0,True
874,874,"730,0",54,1970,No,no-data,970.0,7,3,no-data,3,Male,59.0,4,4, Research Director ,3,Married,13514.0,3,No,19,3,3,0,"32,0",3,3,5,1,3,True
875,875,"757,0",35,1989,No,travel_rarely,970.0,8,2,no-data,2,Female,96.0,3,2, Healthcare Representative ,3,no-data,7360.0,3,No,11,3,4,0,"10,0",2,3,5,4,3,True
876,876,"869,0",29,1995,No,travel_rarely,1169.0,8,2,Medical,2,Male,63.0,2,1, Human Resources ,4,Divorced,23965.0,1,no-data,13,3,4,1,"6,0",6,3,5,0,4,True
877,877,"875,0",43,1981,No,travel_frequently,1271.0,2,1,no-data,2,Male,35.0,3,1, Research Scientist ,4,Single,9068.0,5,no-data,14,3,4,0,"8,0",2,3,2,2,2,True
878,878,"964,0",41,1983,No,no-data,1469.0,9,4,no-data,4,Male,42.0,3,1, Research Scientist ,2,no-data,25063.0,8,Yes,14,3,4,1,"3,0",2,3,1,0,0,True
879,879,"970,0",38,1986,Yes,no-data,625.0,1,4,Life Sciences,1,Male,46.0,2,3, Sales Executive ,3,Married,14922.0,5,no-data,11,3,3,0,no-data,2,1,14,11,7,True
880,880,"1006,0",39,1985,No,no-data,1391.0,10,1,no-data,3,Male,66.0,3,1, Research Scientist ,3,Married,12127.0,0,no-data,17,3,2,1,"3,0",0,2,2,0,2,False
881,881,"1055,0",35,1989,No,travel_rarely,1333.0,10,4,Life Sciences,3,Female,87.0,3,1, Sales Representative ,3,Married,18410.0,1,Yes,19,3,4,1,"1,0",2,3,1,0,0,False
882,882,"1061,0",51,1973,No,travel_rarely,1464.0,12,4,Medical,1,Male,62.0,3,5, Research Director ,3,Married,12853.0,2,no-data,11,3,4,1,"29,0",2,2,8,7,7,False
883,883,"1107,0",27,1997,Yes,no-data,1330.0,21,3,no-data,1,Male,37.0,3,1, Laboratory Technician ,3,no-data,19373.0,1,No,20,3,3,1,"1,0",0,2,1,0,0,False
884,884,"1180,0",41,1983,No,no-data,902.0,29,2,Medical,2,Female,92.0,2,2, Research Scientist ,4,Married,21203.0,3,Yes,13,3,4,1,"16,0",3,1,1,0,0,True
885,885,"1193,0",20,2004,No,travel_rarely,645.0,47,2,no-data,3,Male,54.0,3,1, Research Scientist ,1,Single,7172.0,1,No,25,3,3,0,"1,0",4,3,1,0,0,False
886,886,"1226,0",21,2003,No,travel_rarely,654.0,21,3,Marketing,3,Male,43.0,4,1, Sales Representative ,4,Single,5050.0,1,no-data,17,3,4,0,"2,0",2,3,2,2,2,True
887,887,"1254,0",60,1964,No,no-data,326.0,3,3,no-data,3,Female,48.0,2,2, Sales Executive ,4,Single,16490.0,5,No,17,3,4,0,"13,0",2,3,6,0,5,False
888,888,"1321,0",31,1993,No,travel_rarely,634.0,17,4,Medical,2,Female,95.0,3,3, Manager ,1,no-data,25927.0,1,Yes,23,4,4,2,no-data,2,3,9,0,8,False
889,889,"1465,0",46,1978,No,travel_rarely,1448.0,29,3,no-data,2,Male,55.0,3,3, Manufacturing Director ,4,Married,14720.0,4,Yes,18,3,4,2,no-data,4,4,3,1,2,True
890,890,"1479,0",31,1993,No,no-data,1358.0,42,1,Life Sciences,4,Male,96.0,3,2, Sales Executive ,3,no-data,2939.0,8,no-data,15,3,3,2,"4,0",2,2,2,2,2,False
891,891,"1551,0",25,1999,No,no-data,329.0,24,2,Technical Degree,3,Male,57.0,2,1, Laboratory Technician ,1,no-data,10036.0,0,no-data,14,3,2,3,no-data,3,3,1,0,0,False
892,892,"1555,0",33,1991,No,no-data,824.0,5,2,Life Sciences,4,Female,67.0,2,2, Research Scientist ,2,Married,15624.0,3,No,12,3,1,1,"12,0",2,3,7,2,5,True
893,893,"1604,0",29,1995,Yes,travel_rarely,329.0,24,3,Medical,3,Male,51.0,3,1, Laboratory Technician ,2,Married,7324.0,1,no-data,17,3,3,3,no-data,3,3,1,0,0,False
894,894,"1757,0",50,1974,No,no-data,1313.0,11,4,no-data,4,Female,46.0,3,2, Sales Executive ,4,Single,8191.0,3,no-data,12,3,3,0,"8,0",1,4,5,0,4,True
895,895,"1760,0",39,1985,No,travel_frequently,594.0,2,2,Medical,3,Female,75.0,2,1, Laboratory Technician ,2,Married,15963.0,4,no-data,14,3,2,1,"9,0",4,2,6,0,5,False
896,896,"1789,0",47,1977,No,travel_rarely,734.0,2,4,no-data,3,Male,46.0,3,5, Research Director ,4,no-data,14218.0,7,no-data,17,3,3,1,"24,0",3,3,2,2,2,True
897,897,"1807,0",35,1989,Yes,travel_frequently,234.0,9,4,Life Sciences,4,Male,93.0,3,2, Laboratory Technician ,1,no-data,6208.0,4,no-data,17,3,3,1,no-data,3,2,7,0,7,False
898,898,"1812,0",40,1984,No,no-data,766.0,20,3,Life Sciences,3,Male,83.0,3,2, Sales Executive ,4,no-data,19188.0,2,no-data,18,3,4,1,"7,0",6,3,2,2,2,False
899,899,"1818,0",27,1997,Yes,travel_rarely,920.0,20,2,no-data,4,Female,69.0,3,1, Human Resources ,2,Married,6889.0,0,Yes,11,3,3,0,"6,0",3,3,5,1,4,True
900,900,"1830,0",55,1969,No,travel_rarely,431.0,7,4,Medical,4,Female,68.0,3,2, Research Scientist ,4,Married,15696.0,4,No,15,3,2,1,"14,0",2,2,7,1,7,False
901,901,"1890,0",37,1987,No,travel_frequently,1213.0,2,1,no-data,2,Male,94.0,2,2, Human Resources ,4,no-data,4223.0,1,No,21,4,4,0,"10,0",2,2,10,0,8,True
902,902,"1939,0",33,1991,Yes,travel_frequently,238.0,5,2,no-data,1,Female,47.0,4,1, Research Scientist ,3,no-data,15318.0,3,Yes,14,3,1,0,"8,0",2,3,4,0,3,False
903,903,"1994,0",34,1990,No,no-data,1313.0,1,2,Medical,2,Male,59.0,2,1, Laboratory Technician ,3,Divorced,20439.0,1,no-data,12,3,3,3,no-data,2,2,1,0,0,False
904,904,"4,0",38,1986,Yes,travel_rarely,1373.0,2,2,no-data,4,Male,92.0,2,1, Laboratory Technician ,3,Single,2396.0,6,Yes,15,3,2,0,"7,0",3,3,0,0,0,True
905,905,"10,0",60,1964,No,travel_rarely,1324.0,3,3,Medical,3,Female,81.0,4,1, Laboratory Technician ,1,no-data,9964.0,4,no-data,20,3,1,3,"12,0",3,2,1,0,0,True
906,906,"30,0",22,2002,No,travel_rarely,391.0,15,2,no-data,3,Male,96.0,3,1, Research Scientist ,4,Single,19281.0,1,No,14,3,4,0,"0,0",6,3,0,0,0,True
907,907,"41,0",31,1993,No,travel_rarely,125.0,9,2,Medical,4,Male,83.0,2,1, Laboratory Technician ,3,no-data,16117.0,1,no-data,13,3,1,0,"10,0",5,3,10,1,8,False
908,908,"42,0",40,1984,Yes,travel_rarely,895.0,18,3,Technical Degree,1,Male,56.0,3,2, Sales Representative ,4,Married,3335.0,3,No,14,3,3,1,"19,0",6,4,1,0,0,True
909,909,"53,0",36,1988,No,no-data,329.0,4,2,Other,3,Male,75.0,3,1, Laboratory Technician ,4,Divorced,10910.0,1,no-data,12,3,3,1,"1,0",3,3,1,0,0,True
910,910,"54,0",28,1996,No,no-data,1240.0,2,4,Life Sciences,4,Female,33.0,3,1, Laboratory Technician ,1,Divorced,19715.0,1,no-data,13,3,4,1,no-data,6,3,1,0,0,False
911,911,"55,0",27,1997,Yes,no-data,1357.0,25,3,Life Sciences,1,Male,48.0,1,1, Laboratory Technician ,3,Single,10558.0,1,no-data,12,3,3,0,"1,0",2,2,1,0,1,False
912,912,"64,0",49,1975,Yes,no-data,626.0,1,2,no-data,1,Male,98.0,2,3, Laboratory Technician ,3,no-data,19294.0,9,no-data,13,3,4,0,no-data,2,3,1,0,0,False
913,913,"70,0",36,1988,No,non-travel,1097.0,11,2,Medical,3,Male,79.0,2,3, Healthcare Representative ,1,Married,8302.0,2,Yes,13,3,3,1,"10,0",3,3,4,2,3,True
914,914,"84,0",56,1968,No,travel_rarely,836.0,8,3,no-data,4,Female,88.0,3,4, Manager ,3,Divorced,19730.0,2,Yes,14,3,3,3,"21,0",2,3,5,0,2,True
915,915,"97,0",37,1987,No,travel_rarely,132.0,6,3,Life Sciences,2,Female,55.0,4,1, Laboratory Technician ,4,no-data,22002.0,3,No,12,3,2,0,no-data,3,3,1,0,0,True
916,916,"106,0",56,1968,No,no-data,111.0,1,2,no-data,1,Male,70.0,3,3, Sales Executive ,4,Married,18092.0,3,no-data,14,3,4,1,no-data,4,3,1,1,0,True
917,917,"113,0",24,2000,No,no-data,541.0,2,1,Technical Degree,3,Male,62.0,3,1, Sales Representative ,1,Divorced,9518.0,3,No,13,3,3,1,no-data,3,3,0,0,0,False
918,918,"137,0",21,2003,Yes,no-data,871.0,6,3,Life Sciences,4,Female,66.0,2,1, Laboratory Technician ,4,Single,19783.0,1,Yes,18,3,2,0,no-data,5,3,1,1,0,False
919,919,"139,0",38,1986,No,no-data,1040.0,2,2,Life Sciences,3,Male,100.0,2,2, Healthcare Representative ,4,Divorced,15850.0,5,No,14,3,4,1,"17,0",2,4,1,0,0,False
920,920,"144,0",23,2001,No,no-data,329.0,15,3,no-data,2,Female,59.0,3,1, Laboratory Technician ,4,Single,23785.0,1,No,15,3,3,0,no-data,5,3,0,0,0,False
921,921,"155,0",37,1987,No,no-data,922.0,3,2,Life Sciences,1,Female,39.0,3,1, Laboratory Technician ,4,Divorced,2561.0,5,no-data,22,4,1,1,no-data,2,3,1,0,0,False
922,922,"167,0",20,2004,Yes,travel_rarely,528.0,22,1,Marketing,4,Male,54.0,3,1, Sales Representative ,3,Single,26820.0,1,Yes,19,3,4,0,"0,0",2,2,0,0,0,True
923,923,"200,0",42,1982,No,no-data,329.0,9,4,Life Sciences,3,Male,94.0,3,1, Laboratory Technician ,1,no-data,6961.0,2,no-data,21,4,4,1,"7,0",2,3,5,1,4,True
924,924,"201,0",20,2004,No,no-data,329.0,18,1,no-data,2,Female,79.0,3,1, Laboratory Technician ,2,Single,16102.0,1,No,14,3,4,0,"1,0",3,3,1,0,0,False
925,925,"211,0",52,1972,No,no-data,1169.0,7,4,no-data,2,Male,34.0,2,2, Manufacturing Director ,3,Married,13983.0,2,No,17,3,3,0,"10,0",2,3,1,0,0,True
926,926,"214,0",59,1965,No,no-data,1145.0,9,3,no-data,2,Female,75.0,2,1, Research Scientist ,2,Married,11873.0,4,Yes,20,4,2,1,"9,0",3,2,1,0,0,False
927,927,"243,0",20,2004,Yes,travel_rarely,303.0,2,3,Life Sciences,2,Male,79.0,2,1, Laboratory Technician ,4,Single,9241.0,1,no-data,22,4,3,0,"1,0",3,2,1,1,0,True
928,928,"271,0",39,1985,No,travel_rarely,1261.0,38,4,no-data,4,Male,32.0,3,2, Manufacturing Director ,3,no-data,7259.0,9,no-data,14,3,2,0,"14,0",3,3,1,0,0,False
929,929,"282,0",39,1985,Yes,no-data,1180.0,29,1,Medical,2,Male,70.0,3,2, Healthcare Representative ,1,Married,11354.0,7,Yes,19,3,2,0,"17,0",2,3,1,0,0,False
930,930,"309,0",60,1964,No,travel_rarely,142.0,3,3,Life Sciences,3,Male,70.0,2,1, Research Scientist ,4,Married,8456.0,3,no-data,17,3,1,1,"7,0",6,3,1,0,0,True
931,931,"323,0",51,1973,No,travel_rarely,854.0,1,4,Medical,4,Female,68.0,3,5, Manager ,4,Divorced,24118.0,3,No,11,3,3,1,no-data,3,2,7,0,6,False
932,932,"334,0",42,1982,No,travel_rarely,1411.0,19,2,Life Sciences,3,Male,36.0,3,2, Research Scientist ,1,Divorced,19877.0,2,no-data,16,3,1,2,"17,0",2,2,1,0,0,True
933,933,"342,0",38,1986,Yes,no-data,504.0,10,3,Medical,1,Male,61.0,3,3, Manufacturing Director ,3,no-data,22573.0,6,No,11,3,2,2,"17,0",5,3,1,0,0,True
934,934,"364,0",29,1995,Yes,travel_rarely,529.0,2,4,Life Sciences,1,Male,79.0,3,1, Laboratory Technician ,3,Single,14935.0,2,no-data,11,3,3,0,"5,0",5,1,0,0,0,False
935,935,"367,0",32,1992,No,travel_rarely,1463.0,23,3,Medical,2,Male,64.0,2,2, Healthcare Representative ,4,no-data,14408.0,0,No,21,3,2,1,"10,0",2,3,9,7,8,True
936,936,"392,0",45,1979,Yes,travel_frequently,920.0,12,3,Life Sciences,1,Male,43.0,3,1, Laboratory Technician ,3,no-data,19920.0,3,Yes,22,4,4,1,"19,0",0,1,1,0,0,True
937,937,"397,0",37,1987,No,no-data,506.0,3,3,Technical Degree,3,Male,30.0,3,2, Research Scientist ,2,Single,26285.0,4,no-data,12,3,4,0,"10,0",2,3,8,7,7,True
938,938,"407,0",37,1987,No,no-data,566.0,18,4,Life Sciences,3,Male,81.0,4,1, Laboratory Technician ,4,Married,7122.0,4,No,18,3,4,2,"4,0",2,3,1,0,0,True
939,939,"445,0",40,1984,Yes,travel_rarely,1162.0,3,2,no-data,4,Female,41.0,3,2, Sales Executive ,3,Married,17778.0,4,Yes,18,3,1,0,"12,0",3,2,1,0,0,True
940,940,"468,0",43,1981,No,travel_rarely,810.0,23,5,no-data,1,Female,44.0,3,4, Research Director ,4,Single,15901.0,2,No,14,3,2,0,"16,0",2,3,1,0,0,False
941,941,"471,0",33,1991,No,no-data,1062.0,2,3,no-data,3,Female,75.0,3,1, Laboratory Technician ,2,Married,3956.0,1,No,13,3,3,1,"8,0",4,3,8,0,7,True
942,942,"473,0",49,1975,No,travel_rarely,530.0,29,1,Medical,1,Female,91.0,3,3, Manager ,3,Married,23978.0,3,no-data,21,4,2,1,"15,0",3,1,0,0,0,True
943,943,"477,0",43,1981,No,travel_rarely,1332.0,2,4,no-data,1,Male,98.0,2,2, Healthcare Representative ,4,no-data,17078.0,3,no-data,23,4,2,0,no-data,6,3,1,0,0,False
944,944,"479,0",37,1987,No,non-travel,845.0,1,5,Medical,4,Female,45.0,3,2, Sales Executive ,4,no-data,15276.0,4,no-data,15,3,2,0,no-data,6,3,1,0,0,True
945,945,"485,0",34,1990,Yes,travel_rarely,350.0,5,3,Marketing,4,Female,34.0,3,1, Sales Representative ,3,Single,9150.0,1,no-data,13,3,2,0,"1,0",2,3,1,0,0,False
946,946,"487,0",47,1977,No,no-data,1144.0,7,4,Medical,3,Female,30.0,3,2, Manufacturing Director ,3,Married,16044.0,2,no-data,14,3,3,0,"7,0",2,4,1,0,0,True
